year,cohort_type,set_a,theme_a_id,theme_a_label,set_b,theme_b_id,theme_b_label,n_cohorts,correlation
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t3,freedom / happy / would,4,-0.9286
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t8,myself / camp / night,4,0.3253
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t6,friends / lost / most,4,0.6922
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t5,excitement / lights / all,4,0.4025
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t2,campmates / all / missing,4,-0.9898
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t1,laughter / there / excitement,4,0.6692
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t9,overwhelmed / here / friend,4,-0.2671
2024,burn_status,D - Boundaries of Humanity,t1,love / place / one,C - Emotions,t7,joy / friend / happiness,4,-0.114
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t4,art / love / nova,4,0.5509
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t0,all / some / lack,4,0.0078
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t3,freedom / happy / would,4,0.5984
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t8,myself / camp / night,4,0.6901
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t6,friends / lost / most,4,-0.0592
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t5,excitement / lights / all,4,-0.8753
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t2,campmates / all / missing,4,0.5676
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t1,laughter / there / excitement,4,0.275
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t9,overwhelmed / here / friend,4,0.9327
2024,burn_status,D - Boundaries of Humanity,t2,human / all / machine,C - Emotions,t7,joy / friend / happiness,4,-0.7783
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t4,art / love / nova,4,0.8843
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t0,all / some / lack,4,-0.7372
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t3,freedom / happy / would,4,0.9497
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t8,myself / camp / night,4,0.0094
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t6,friends / lost / most,4,-0.7807
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t5,excitement / lights / all,4,-0.3366
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t2,campmates / all / missing,4,0.8003
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t1,laughter / there / excitement,4,-0.478
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t9,overwhelmed / here / friend,4,0.3672
2024,burn_status,D - Boundaries of Humanity,t9,drink / more / moral,C - Emotions,t7,joy / friend / happiness,4,-0.0608
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t4,art / love / nova,4,0.2496
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t0,all / some / lack,4,0.0929
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t3,freedom / happy / would,4,0.6282
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t8,myself / camp / night,4,0.4828
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t6,friends / lost / most,4,-0.0206
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t5,excitement / lights / all,4,-0.9582
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t2,campmates / all / missing,4,0.7374
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t1,laughter / there / excitement,4,0.1401
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t9,overwhelmed / here / friend,4,0.904
2024,burn_status,D - Boundaries of Humanity,t7,love / hope / empathy,C - Emotions,t7,joy / friend / happiness,4,-0.6852
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t4,art / love / nova,5,0.432
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t0,all / some / lack,5,-0.3566
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t3,freedom / happy / would,5,0.9652
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t8,myself / camp / night,5,-0.0251
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t6,friends / lost / most,5,-0.429
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t2,campmates / all / missing,5,0.7223
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t5,excitement / lights / all,5,-0.5087
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t1,laughter / there / excitement,5,-0.4742
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t9,overwhelmed / here / friend,5,0.4674
2024,burn_status,G - Drinking & Smoking,t4,recreation / change / legal,C - Emotions,t7,joy / friend / happiness,5,-0.0998
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t4,art / love / nova,5,-0.302
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t0,all / some / lack,5,0.0007
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t3,freedom / happy / would,5,-0.7446
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t8,myself / camp / night,5,-0.0284
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t6,friends / lost / most,5,0.1704
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t2,campmates / all / missing,5,-0.6538
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t5,excitement / lights / all,5,0.7892
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t1,laughter / there / excitement,5,0.0522
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t9,overwhelmed / here / friend,5,-0.8169
2024,burn_status,G - Drinking & Smoking,t0,smoke / weed / drink,C - Emotions,t7,joy / friend / happiness,5,0.529
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t4,art / love / nova,5,-0.4897
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t0,all / some / lack,5,-0.1054
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t3,freedom / happy / would,5,-0.2966
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t8,myself / camp / night,5,0.839
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t6,friends / lost / most,5,0.9056
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t2,campmates / all / missing,5,-0.67
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t5,excitement / lights / all,5,-0.6709
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t1,laughter / there / excitement,5,0.9087
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t9,overwhelmed / here / friend,5,0.5532
2024,burn_status,G - Drinking & Smoking,t3,cannabis / alcohol / daily,C - Emotions,t7,joy / friend / happiness,5,-0.7939
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t4,art / love / nova,5,-0.2327
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t0,all / some / lack,5,0.9337
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t3,freedom / happy / would,5,-0.4555
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t8,myself / camp / night,5,-0.5332
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t6,friends / lost / most,5,0.004
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t2,campmates / all / missing,5,0.2612
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t5,excitement / lights / all,5,-0.0165
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t1,laughter / there / excitement,5,0.214
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t9,overwhelmed / here / friend,5,0.1625
2024,burn_status,G - Drinking & Smoking,t1,all / shade / impact,C - Emotions,t7,joy / friend / happiness,5,-0.1924
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t4,art / love / nova,5,-0.1424
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t0,all / some / lack,5,-0.1718
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t3,freedom / happy / would,5,-0.6291
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t8,myself / camp / night,5,0.1851
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t6,friends / lost / most,5,0.2444
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t2,campmates / all / missing,5,-0.7502
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t5,excitement / lights / all,5,0.6345
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t1,laughter / there / excitement,5,0.2051
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t9,overwhelmed / here / friend,5,-0.6316
2024,burn_status,G - Drinking & Smoking,t6,little / drink / smoke,C - Emotions,t7,joy / friend / happiness,5,0.3228
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t4,art / love / nova,5,0.8872
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t0,all / some / lack,5,-0.1749
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t3,freedom / happy / would,5,0.8742
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t8,myself / camp / night,5,-0.3605
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t6,friends / lost / most,5,-0.7608
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t2,campmates / all / missing,5,0.8004
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t5,excitement / lights / all,5,-0.1421
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t1,laughter / there / excitement,5,-0.5388
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t9,overwhelmed / here / friend,5,0.3268
2024,burn_status,G - Drinking & Smoking,t2,more / fun / drinking,C - Emotions,t7,joy / friend / happiness,5,0.0096
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t4,art / love / nova,5,0.0429
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t0,all / some / lack,5,-0.5888
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t3,freedom / happy / would,5,0.6512
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t8,myself / camp / night,5,0.685
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t6,friends / lost / most,5,0.2855
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t2,campmates / all / missing,5,0.0297
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t5,excitement / lights / all,5,-0.8312
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t1,laughter / there / excitement,5,0.1863
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t9,overwhelmed / here / friend,5,0.6747
2024,burn_status,G - Drinking & Smoking,t5,less / smoking / play,C - Emotions,t7,joy / friend / happiness,5,-0.548
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t4,art / love / nova,5,0.1059
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t0,all / some / lack,5,-0.416
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t3,freedom / happy / would,5,-0.0221
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t8,myself / camp / night,5,-0.2531
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t6,friends / lost / most,5,-0.4221
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t2,campmates / all / missing,5,-0.0868
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t5,excitement / lights / all,5,0.8588
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t1,laughter / there / excitement,5,-0.6876
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t9,overwhelmed / here / friend,5,-0.9376
2024,burn_status,G - Drinking & Smoking,t7,same / much / vape,C - Emotions,t7,joy / friend / happiness,5,0.95
