Folder,Subfolder,Filename,EntryIndex,Raw Transcription,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Norm_Age,Norm_Gender,Norm_Burn_Count,Norm_Region,Burn_Status
2025 Field Notes Images,B1 - Survival,IMG_4075.HEIC,1,Q1: 33 | Q2: F | Q3: NYC | Q4: 1 | Q5: Mask (not) | Q6: Tattoo | Q7: [Blank] | Q8: Everything,33,F,NYC,1,Mask (not),Tattoo,[Blank],Everything,,,33,F,1,US Other,Virgin
2025 Field Notes Images,B1 - Survival,IMG_4078.HEIC,1,Q1: 38 | Q2: M | Q3: Auburn WA | Q4: [Illegible] | Q5: Y | Q6: Yes. This was an excellent chance to explore ouselse and Pachother. Explore torfther and seperat. | Q7: Very Differry,38,M,Auburn WA,[Illegible],Y,Yes. This was an excellent chance to explore ouselse and Pachother. Explore torfther and seperat.,Very Differry,,,,38,M,,US Other,Unknown
2025 Field Notes Images,B1 - Survival,IMG_4079.HEIC,1,Q1: 54 | Q2: Female | Q3: Houston Texas | Q4: First Timer | Q5: Bake. | Q6: Toilet Paper (101) | Q7: 10 days | Q8: Advise.,54,Female,Houston Texas,First Timer,Bake.,Toilet Paper (101),10 days,Advise.,,,54,F,1,US Other,Virgin
2025 Field Notes Images,B1 - Survival,IMG_4080.HEIC,1,Q1: 40 | Q2: F | Q3: 43K | Q4: 3 | Q5: Water pump | Q6: 10 | Q7: Bike | Q8: 4,40,F,43K,3,Water pump,10,Bike,4,,,40,F,3,US Other,Sophomore
2025 Field Notes Images,B1 - Survival,IMG_4080.HEIC,2,Q1: 43 | Q2: M | Q3: 49K | Q4: 1 | Q5: [Blank] | Q6: [Blank] | Q7: [Blank] | Q8: [Blank],43,M,49K,1,[Blank],[Blank],[Blank],[Blank],,,43,M,1,US Other,Virgin
2025 Field Notes Images,B1 - Survival,IMG_4068.HEIC,1,"Q1: 53 | Q2: F | Q3: Australia | Q4: 12 | Q5: Wash basin - a perfect size for a bath w/vinegar & a washcloth - must do every day | Q6: this year I debated endlessly about bringing some watercolours and I didn't want to mess with the whole she bang but brought a tiny water brush and a set of holographic paints, then I cut Small tugs from watercolour papr and can make tiny paintings"" | Q7: Zero because I come from overseas and all my stolf lives in the trailer including a tent. At gate jate I had food & water for 1 day but we only had 3 hours wait. | Q8: See clove",53,F,Australia,12,Wash basin - a perfect size for a bath w/vinegar & a washcloth - must do every day,"this year I debated endlessly about bringing some watercolours and I didn't want to mess with the whole she bang but brought a tiny water brush and a set of holographic paints, then I cut Small tugs from watercolour papr and can make tiny paintings""",Zero because I come from overseas and all my stolf lives in the trailer including a tent. At gate jate I had food & water for 1 day but we only had 3 hours wait.,See clove,,,53,F,12,International,Elder
2025 Field Notes Images,B1 - Survival,IMG_4074.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,B1 - Survival,IMG_4081.HEIC,1,"Q1: 57 | Q2: I'm a MAN, Baby! | Q3: Reno | Q4: ~ 16 | Q5: My Bicycle / An Open Mind | Q6: Psychedelics | Q7: 8 Days | Q8: Moral Support. Connection is key!",57,"I'm a MAN, Baby!",Reno,~ 16,My Bicycle / An Open Mind,Psychedelics,8 Days,Moral Support. Connection is key!,,,57,O,16,Local/West,Elder
2025 Field Notes Images,B1 - Survival,IMG_4077.HEIC,1,"Q1: 38 | Q2: Non Binary-Masc | Q3: Austin, TX | Q4: 1 | Q5: Tent | Q6: Ziplock bags | Q7: 3 days | Q8: To teach me how things work out here",38,Non Binary-Masc,"Austin, TX",1,Tent,Ziplock bags,3 days,To teach me how things work out here,,,38,O,1,US Other,Virgin
2025 Field Notes Images,B1 - Survival,IMG_4076.HEIC,1,"Q1: 58 | Q2: M | Q3: CANSON CITY NV | Q4: CAMEL BAUK FULL OF WATER & THINGS | Q5: WHITEBOARD & MARKERS TO PLAW WITH CAMP | Q6: ""SUNUNE"" = 3 DMS WITHIND WATIR MAX SKIP showns & Cookky 50 A MONTH? | Q7: I CR MECT = DRINKING WATER WHEN ITS IN SOLIO GALIS TO CONTAMINATE COOLER on VICIT UMSA",58,M,CANSON CITY NV,CAMEL BAUK FULL OF WATER & THINGS,WHITEBOARD & MARKERS TO PLAW WITH CAMP,"""SUNUNE"" = 3 DMS WITHIND WATIR MAX SKIP showns & Cookky 50 A MONTH?",I CR MECT = DRINKING WATER WHEN ITS IN SOLIO GALIS TO CONTAMINATE COOLER on VICIT UMSA,,,,58,M,,Local/West,Unknown
2025 Field Notes Images,B1 - Survival,IMG_4082.HEIC,1,"Q1: 41 | Q2: M | Q3: LA | Q4: 3 | Q5: Yeti | Q6: multiple Pair of shoes | Q7: 6 | Q8: just have conversations with everyone learning how everything works including how the org comes, and how default works and combine it to be a better human myself",41,M,LA,3,Yeti,multiple Pair of shoes,6,"just have conversations with everyone learning how everything works including how the org comes, and how default works and combine it to be a better human myself",,,41,M,3,Local/West,Sophomore
2025 Field Notes Images,B1 - Survival,IMG_4071.HEIC,1,"Q1: 33 | Q2: Female | Q3: Bend, OR | Q4: First time! | Q5: Resiliency, playful spirit | Q6: a lamp dance cage | Q7: 14+ | Q8: Morale, companionship, experiences shared",33,Female,"Bend, OR",First time!,"Resiliency, playful spirit",a lamp dance cage,14+,"Morale, companionship, experiences shared",,,33,F,1,US Other,Virgin
2025 Field Notes Images,B1 - Survival,IMG_4066.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,B1 - Survival,IMG_4067.HEIC,1,"Q1: 34 | Q2: Male | Q3: Seattle WA | Q4: First Time! | Q5: Generators | Q6: Generatiz | Q7: 15 days | Q8: Tips, Advices.",34,Male,Seattle WA,First Time!,Generators,Generatiz,15 days,"Tips, Advices.",,,34,M,1,US Other,Virgin
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4028.HEIC,1,"Q1: 56 | Q2: M | Q3: Oakland, CA | Q4: 4 | Q5: WHEN PEOPLE HAVE Specific expectations of how they think the experience ""should"" look... | Q6: Staying open, minimal expectations. | Q7: Joy, some anxiety, Connection, irritation | Q8: Carrying a tub of urine to the porta potties w/ people cheering me on | Q9: NA | Q10: The stormy sky",56,M,"Oakland, CA",4,"WHEN PEOPLE HAVE Specific expectations of how they think the experience ""should"" look...","Staying open, minimal expectations.","Joy, some anxiety, Connection, irritation",Carrying a tub of urine to the porta potties w/ people cheering me on,NA,The stormy sky,56,M,4,Local/West,Veteran
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4022.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4024.HEIC,1,Q1: 33 | Q2: ♀ | Q3: Montreal | Q4: [Blank] | Q5: my own mind | Q6: interactive art,33,♀,Montreal,[Blank],my own mind,interactive art,,,,,33,O,,US Other,Unknown
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4024.HEIC,2,"Q1: 25 | Q2: female | Q3: southeast Georgia, USA | Q4: 1 | Q5: Shark, prvledge, men, bathroms | Q6: art, beauty of the playa | Q7: confusion, joy, annoyance, | Q8: can't remember | Q9: Hunger, unmet expectations, the temple | Q10: sunset, sunrise, expansiveness art, dust storms",25,female,"southeast Georgia, USA",1,"Shark, prvledge, men, bathroms","art, beauty of the playa","confusion, joy, annoyance,",can't remember,"Hunger, unmet expectations, the temple","sunset, sunrise, expansiveness art, dust storms",25,F,1,US Other,Virgin
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4023.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4025.HEIC,1,"Q1: 22 | Q2: F | Q3: San Francisco | Q4: 1 | Q5: Haven't heard anything that negative tbh | Q6: Boyfriend loves solving problems that require mental simulation of how physical objects will fare | Q7: Calm, curious | Q8: N/A | Q9: Biking harder than I knew I could last night, trying desperately to keep up with a few friends, giving up right before the end -> I overall enjoyed this experience though | Q10: Lights at night | Q10: Learning ASL | Q10: The storm!",22,F,San Francisco,1,Haven't heard anything that negative tbh,Boyfriend loves solving problems that require mental simulation of how physical objects will fare,"Calm, curious",N/A,"Biking harder than I knew I could last night, trying desperately to keep up with a few friends, giving up right before the end -> I overall enjoyed this experience though",The storm!,22,F,1,Local/West,Virgin
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4029.HEIC,1,"Q1: 53 | Q2: F | Q3: Santa Cruz, CA | Q4: 3 | Q5: No negatives! (maybe a little expensive) | Q6: meeting new people, seeing camp family, experiencing all the things | Q7: community, freedom, feeling young again | Q8: funny snarky comment from camp mate | Q9: not yet | Q10: enjoying sheltering in the lee of art during white out, men rain then calm after the storm, almost alone on playa-amazing",53,F,"Santa Cruz, CA",3,No negatives! (maybe a little expensive),"meeting new people, seeing camp family, experiencing all the things","community, freedom, feeling young again",funny snarky comment from camp mate,not yet,"enjoying sheltering in the lee of art during white out, men rain then calm after the storm, almost alone on playa-amazing",53,F,3,Local/West,Sophomore
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4029.HEIC,2,Q1: 1.21 | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: Heat & $ | Q6: L | Q7: 30% | Q8: my f | Q9: KATI | Q10: [Blank],1.21,[Blank],[Blank],[Blank],Heat & $,L,30%,my f,KATI,[Blank],1,O,,Local/West,Unknown
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4027.HEIC,1,"Q5: [Blank] | Q6: CURIOUSITY | Q7: even / listen open minded | Q8: [Blank] | Q9: [Blank] | Q10: the landscape / the desert the sunset, lastnight (high drama)",,,,,[Blank],CURIOUSITY,even / listen open minded,[Blank],[Blank],"the landscape / the desert the sunset, lastnight (high drama)",,U,,Unknown,Unknown
2025 Field Notes Images,E2 - Relationships,IMG_4044.HEIC,1,"Q1: 1.23 | Q2: MALE | Q3: NJ EAST COAST BEST COAST! | Q4: 1 | Q5: EVERY DAY, TWICE SINCE THIS MORN | Q6: YES CURRENTLY, I AM WITH FRIENDS & WE TRUST EACHOTHER & HAVE SELF CONTROL! | Q7: IT'S MORE TRUE PEOPLE OR TRUER TO THEMSELVES WHICH IS REALLY REFRESHING",1.23,MALE,NJ EAST COAST BEST COAST!,1,"EVERY DAY, TWICE SINCE THIS MORN","YES CURRENTLY, I AM WITH FRIENDS & WE TRUST EACHOTHER & HAVE SELF CONTROL!",IT'S MORE TRUE PEOPLE OR TRUER TO THEMSELVES WHICH IS REALLY REFRESHING,,,,1,M,1,US Other,Virgin
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4030.HEIC,1,Q1: 53 | Q2: Mele | Q3: South Lake Tahoe | Q4: 15 or 30 since 2007 | Q5: To many IBEZA Fuckers | Q6: Lots vs LSD.!!!,53,Mele,South Lake Tahoe,15 or 30 since 2007,To many IBEZA Fuckers,Lots vs LSD.!!!,,,,,53,O,15,Local/West,Elder
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4030.HEIC,2,Q1: 21 | Q2: female | Q3: South Georgia | Q4: 1 | Q5: Heat & Bumpy roads | Q6: the people | Q7:  | Q8: my friends | Q9: lots of shit | Q10: Art,21,female,South Georgia,1,Heat & Bumpy roads,the people,,my friends,lots of shit,Art,21,F,1,US Other,Virgin
2025 Field Notes Images,C2 - Emotions & Experiences,IMG_4030.HEIC,3,"Q1: 36 | Q2: Female | Q3: THE GOLDEN ISCES - Georgia | Q4: 1 | Q5: RICH PEOPLE, DISGUSING PORTA POFFIES, HEAT | Q6: ART, PRETTY LIGHTS, GIFT ECONOMY | Q7: JOY, ANNOYANCE, CREATIVITY, WONDER | Q8: KATIE | Q9: THE TEMPLE AND MY GF | Q10: MOST OF THE ART",36,Female,THE GOLDEN ISCES - Georgia,1,"RICH PEOPLE, DISGUSING PORTA POFFIES, HEAT","ART, PRETTY LIGHTS, GIFT ECONOMY","JOY, ANNOYANCE, CREATIVITY, WONDER",KATIE,THE TEMPLE AND MY GF,MOST OF THE ART,36,F,1,US Other,Virgin
2025 Field Notes Images,E2 - Relationships,IMG_4041.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,E2 - Relationships,IMG_4045.HEIC,1,"Q1: 68 | Q2: M | Q3: Reno | Q4: 22 | Q5: No | Q6: [Blank] | Q7: More sex, dancing + time together w/out interference from default world",68,M,Reno,22,No,[Blank],"More sex, dancing + time together w/out interference from default world",,,,68,M,22,Local/West,Elder
2025 Field Notes Images,E2 - Relationships,IMG_4045.HEIC,2,"Q1: 39 | Q2: MALE | Q3: CARLISLE, UK | Q4: 6 | Q5: I HAD A WONDERFUL CONVERSATION WITH SOMEONE I FELT SAFE TO SHARE A DEEP SEURET WITH, AND LEFT FEELING IN LOVE. | Q6: YES, SAME PARTNER FOR ALL BURNS, SOME TOGETHER & BOTH HAVE DOVE BURNS APART. - NO REGRETS. MAKE SURE YOU TRUST EACH OTHER - BE PREPARED TO ALLOW, ACCEPT AND HELP YOUR PARTNER TO BE WHO THEY WANT TO BE & HAVE THE BURN THEY WANT.",39,MALE,"CARLISLE, UK",6,"I HAD A WONDERFUL CONVERSATION WITH SOMEONE I FELT SAFE TO SHARE A DEEP SEURET WITH, AND LEFT FEELING IN LOVE.","YES, SAME PARTNER FOR ALL BURNS, SOME TOGETHER & BOTH HAVE DOVE BURNS APART. - NO REGRETS. MAKE SURE YOU TRUST EACH OTHER - BE PREPARED TO ALLOW, ACCEPT AND HELP YOUR PARTNER TO BE WHO THEY WANT TO BE & HAVE THE BURN THEY WANT.",,,,,39,M,6,Local/West,Veteran
2025 Field Notes Images,E2 - Relationships,IMG_4043.HEIC,1,Q1: 40 | Q2: Male | Q3: Berlin | Q4: 1 | Q5: Not yet CENSUS | Q6: No | Q7: People here is incredible!,40,Male,Berlin,1,Not yet CENSUS,No,People here is incredible!,,,,40,M,1,US Other,Virgin
2025 Field Notes Images,E2 - Relationships,IMG_4043.HEIC,2,"Q1: S1 | Q2: F | Q3: Nevada/California | Q4: S | Q5: No | Q6: Yes, with, no swinging Killedus divorced now | Q7: Wonderful",S1,F,Nevada/California,S,No,"Yes, with, no swinging Killedus divorced now",Wonderful,,,,1,F,,Local/West,Unknown
2025 Field Notes Images,E2 - Relationships,IMG_4042.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4034.HEIC,1,"Q1: 55 | Q2: F | Q3: NY | Q4: 1 | Q5: nothing, don't kill | Q6: Smarter | Q7: yeah, | Q8: Sex | Q9: Bad place in Life, otherwise all good",55,F,NY,1,"nothing, don't kill",Smarter,"yeah,",Sex,"Bad place in Life, otherwise all good",,55,F,1,US Other,Virgin
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4032.HEIC,1,"Q1: [Illegible] | Q2: Male | Q3: Tahoe | Q4: 1 time | Q5: Not many, one. AI | Q6: The human brain, machine power | Q7: Yes, because absorbing data decides | Q8: I think any But machine both | Q9: [Blank]",[Illegible],Male,Tahoe,1 time,"Not many, one. AI","The human brain, machine power","Yes, because absorbing data decides",I think any But machine both,[Blank],,,M,1,US Other,Virgin
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4039.HEIC,1,Q1: 44 | Q2: Female | Q3: AMSTERDAM | Q4: 1x | Q5: Self reflection | Q6: emphathy & psychic abilities | Q7: maryse | Q8: kundalibi & pinimial awaheninos & tantra | Q9: Nope,44,Female,AMSTERDAM,1x,Self reflection,emphathy & psychic abilities,maryse,kundalibi & pinimial awaheninos & tantra,Nope,,44,F,1,US Other,Virgin
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4038.HEIC,1,"Q1: 20 | Q2: F | Q3: Alameda, CA | Q4: First time! | Q5: our ability to conceptualize of our existence + understand our place in the World | Q6: [Blank]",20,F,"Alameda, CA",First time!,our ability to conceptualize of our existence + understand our place in the World,[Blank],,,,,20,F,1,Local/West,Virgin
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4035.HEIC,1,Q1: 46 | Q2: Female | Q3: Utah | Q4: 5 | Q5: [Blank] | Q6: [Blank] | Q7: No,46,Female,Utah,5,[Blank],[Blank],No,,,,46,F,5,US Other,Veteran
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4037.HEIC,1,Q1: 48 | Q2: M | Q3: Louisville KY | Q4: 19 | Q5: Endurance | Q6: Feelings | Q7: No | Q8: Depth of Connection | Q9: [Blank],48,M,Louisville KY,19,Endurance,Feelings,No,Depth of Connection,[Blank],,48,M,19,US Other,Elder
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4031.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4040.HEIC,1,"Q1: 46 | Q2: Male | Q3: CA- Bay Area | Q4: 4th burn | Q5: Capability for abstract thought, capability for prediction | Q6: Actual life expericace - including emotional reactions & am areness. as opposed to just cold training data. | Q7: No, because of the biological hatare-including physical fragilis of a biological human. | Q8: How things a experiences feel a as a result, how the affect you. | Q9: Semi-autistic. Have this deep belief that humans ん machines are cod will algo always be) different.",46,Male,CA- Bay Area,4th burn,"Capability for abstract thought, capability for prediction",Actual life expericace - including emotional reactions & am areness. as opposed to just cold training data.,"No, because of the biological hatare-including physical fragilis of a biological human.","How things a experiences feel a as a result, how the affect you.",Semi-autistic. Have this deep belief that humans ん machines are cod will algo always be) different.,,46,M,4,Local/West,Veteran
2025 Field Notes Images,D2 - Boundaries of Humanity,IMG_4036.HEIC,1,"Q1: 22 | Q2: Female | Q3: Virginia or Tokyo | Q4: Ast | Q5: Language even arbitary | Q6: Logic of Language | Q7: Moral is arbitary and objectively defined by human. If we decided to not value machine's moral, it'll never have the same moral worth as a human, WE are the judge and the rule. | Q8: Believing I'm a human and being recognized as a human. A privilege to be borned with. A mochine must eam it through a TEST. | Q9: Used to be a linguistist arel way be biased, but does it matter?",22,Female,Virginia or Tokyo,Ast,Language even arbitary,Logic of Language,"Moral is arbitary and objectively defined by human. If we decided to not value machine's moral, it'll never have the same moral worth as a human, WE are the judge and the rule.",Believing I'm a human and being recognized as a human. A privilege to be borned with. A mochine must eam it through a TEST.,"Used to be a linguistist arel way be biased, but does it matter?",,22,F,,US Other,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4147.HEIC,1,"Q1: [Blank] | Q2: Female | Q3: [Blank] | Q4: [Blank] | Q5: Yes. I Ioch live c pesht dild for lesbians. Living in FL, thre me some 1st grest assumphas/expenses that come w/ it | Q6: Yes. Cthis bred it I hated t. I Wesn't me. | Q7: Not at all, have we are all peeple | Q8: Yes, only te express impoff Serther. I leened to solf expressin",[Blank],Female,[Blank],[Blank],"Yes. I Ioch live c pesht dild for lesbians. Living in FL, thre me some 1st grest assumphas/expenses that come w/ it",Yes. Cthis bred it I hated t. I Wesn't me.,"Not at all, have we are all peeple","Yes, only te express impoff Serther. I leened to solf expressin",,,,F,,Local/West,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4150.HEIC,1,Q1: 43 | Q2: M | Q3: BRC | Q4: = | Q5: Yes | Q6: [Illegible] No | Q7: No,43,M,BRC,=,Yes,[Illegible] No,No,,,,43,M,,US Other,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4156.HEIC,1,"Q1: 29 | Q2: Female | Q3: Puerto Escondido, Mexico | Q4: [Blank] | Q5: Yes, I am tall ^ blonde so get harassed by stupid boys always | Q6: No, I like fucking up stupid boys | Q7: Not at all | Q8: No",29,Female,"Puerto Escondido, Mexico",[Blank],"Yes, I am tall ^ blonde so get harassed by stupid boys always","No, I like fucking up stupid boys",Not at all,No,,,29,F,,US Other,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4156.HEIC,2,Q1: 39 | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: [Blank] | Q6: [Blank] | Q7: [Blank] | Q8: [Blank],39,[Blank],[Blank],[Blank],[Blank],[Blank],[Blank],[Blank],,,39,O,,Local/West,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4149.HEIC,1,Q1: [Blank] | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: [Blank] | Q6: No (see answer 6),[Blank],[Blank],[Blank],[Blank],[Blank],No (see answer 6),,,,,,O,,Local/West,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4157.HEIC,1,"Q1: 33 | Q2: F | Q3: Calgary, AB, Canada | Q4: First Time | Q5: Yes, I am a white women and have privilege | Q6: Yes, I have alot of tattoos, piercings, dyed my hair and wild colours to change my appearance | Q7: Yes, I wear outfits fit the culture",33,F,"Calgary, AB, Canada",First Time,"Yes, I am a white women and have privilege","Yes, I have alot of tattoos, piercings, dyed my hair and wild colours to change my appearance","Yes, I wear outfits fit the culture",,,,33,F,1,Local/West,Virgin
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4157.HEIC,2,"Q1: 39 | Q2: M | Q3: Calgary, AB, Canada | Q4: First time | Q5: No, free about it | Q6: No, never alter myself | Q7: No",39,M,"Calgary, AB, Canada",First time,"No, free about it","No, never alter myself",No,,,,39,M,1,Local/West,Virgin
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4157.HEIC,3,"Q1: 40 | Q2: M | Q3: Kelaina, BC, Canada | Q4: Third Time | Q5: stinky wooks suck | Q6: No, I fucken Rule | Q7: Nope",40,M,"Kelaina, BC, Canada",Third Time,stinky wooks suck,"No, I fucken Rule",Nope,,,,40,M,,Local/West,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4146.HEIC,1,Q1: 34 | Q2: Whale | Q3: Seattle WA | Q4: 1st | Q5: Skin | Q6: No | Q7: A bit. I am Asian. Seen since we have a large population | Q8: different Chinese are so diverse there are some stereotypes.,34,Whale,Seattle WA,1st,Skin,No,A bit. I am Asian. Seen since we have a large population,different Chinese are so diverse there are some stereotypes.,,,34,O,1,US Other,Virgin
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4146.HEIC,2,Q8: Stay with 10 principles. Stay Chinese culture. Share more loves.,,,,,,,,Stay with 10 principles. Stay Chinese culture. Share more loves.,,,,U,,Unknown,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4145.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4144.HEIC,1,No entries found,,,,,,,,,,,,U,,Unknown,Unknown
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4153.HEIC,1,"Q1: 34 | Q2: m | Q3: San Francisco | Q4: 9 | Q5: White, middle class in SF so not really my mannersuns | Q6: Yes, I got tattoos try to differennt mureest. | Q7: In realatity we creare n control our interactions and we can so that default | Q8: ""Bang now burner Ha",34,m,San Francisco,9,"White, middle class in SF so not really my mannersuns","Yes, I got tattoos try to differennt mureest.",In realatity we creare n control our interactions and we can so that default,"""Bang now burner Ha",,,34,M,9,Local/West,Veteran
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4152.HEIC,1,"Q1: 1,61 | Q2: F | Q3: Arizona | Q4: 5 | Q5: Yes, lesbian, older | Q6: Eyebrow piercing - looked at Sunny in & Moemen City | Q7: no | Q8: no. We all bleed Red Regardless of ""who"" we are","1,61",F,Arizona,5,"Yes, lesbian, older",Eyebrow piercing - looked at Sunny in & Moemen City,no,"no. We all bleed Red Regardless of ""who"" we are",,,1,F,5,US Other,Veteran
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4155.HEIC,1,Q1: 43 | Q2: M | Q3: SAN FRANCISCO | Q4: 3 | Q5: Yes :- ist night; asked my wife out here | Q6: Yes: - anticipation band on what others shared | Q7: Gradual | Q8: Yes--more connected | Q9: Interactions with rowppl,43,M,SAN FRANCISCO,3,Yes :- ist night; asked my wife out here,Yes: - anticipation band on what others shared,Gradual,Yes--more connected Interactions with rowppl,,,43,M,3,Local/West,Sophomore
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4148.HEIC,1,"Q1: 42 | Q2: Female | Q3: Gerlach, NV | Q4: 10 times! | Q5: yes, I am a Black female and often times lam the only person who looks like me in a particular location. Offen times it either draws more attention/interaction (which can pe uncomfortable + unwanted and others I am ignored (which 13 the same result) | Q6: No. I am always unapolageticaly myself | Q7: Yes. I am often invited to 21 PBC friendly spaces, thanked",42,Female,"Gerlach, NV",10 times!,"yes, I am a Black female and often times lam the only person who looks like me in a particular location. Offen times it either draws more attention/interaction (which can pe uncomfortable + unwanted and others I am ignored (which 13 the same result)",No. I am always unapolageticaly myself,"Yes. I am often invited to 21 PBC friendly spaces, thanked",,,,42,F,10,Local/West,Elder
2025 Field Notes Images,F1 - Diversity & Inclusion,IMG_4154.HEIC,1,"Q1: 1.43 | Q2: F | Q3: San Diego, CA | Q4: 7 | Q5: yes. I am born into a lot of privlage based on my appearance | Q6: No | Q7: My privilege in the default world directly impads my experience on playa in that it has probably contributed to my finances which allow me & bebeud hygenine fun costumes on playa. It's mpossible to separade default from playa. | Q8: No",1.43,F,"San Diego, CA",7,yes. I am born into a lot of privlage based on my appearance,No,My privilege in the default world directly impads my experience on playa in that it has probably contributed to my finances which allow me & bebeud hygenine fun costumes on playa. It's mpossible to separade default from playa.,No,,,1,F,7,Local/West,Veteran
